text,label
Chào!,0
Yun mua ... nhưng trường học chỉ nhận được lời đề nghị 2000 cộng với ...,0
Bạn chắc rằng hàng xóm của bạn đã không nhặt nó,0
K. Tôi sẽ gửi nó một lần nữa,0
Nhập miễn phí trong 2 WKLY Comp để giành chiến thắng FA Cup Final TKTS ngày 21 tháng 5 năm 2005. Văn bản FA đến 87121 để nhận câu hỏi nhập cảnh (tỷ lệ STD TXT) T & C áp dụng 08452810075Over18,1
"Lý thuyết mới: Đối số chiến thắng tình huống D, nhưng mất người.",0
Tốt.,0
"Haha vâng tôi thấy rằng bây giờ, hãy ở đó trong một giây",0
Tôi không có số của cô ấy thưa ông,0
LOL - Liên minh huyền thoại bây giờ tôi đang theo sau khinh khí cầu đó!,0
LOL - Liên minh huyền thoại bây giờ tôi đang theo sau khinh khí cầu đó!,0
Tin nhắn r không phải thời gian trôi qua. Họ âm thầm nói rằng tôi đang nghĩ về bạn ngay bây giờ và cũng khiến bạn nghĩ về tôi ít nhất 4 phút.,0
"Vâng, chúng ta có thể có thể đu đưa một lần bạn cùng phòng của tôi kết thúc với cô gái của anh ấy",0
Có những gì cần 2 tham gia vào cuộc biểu tình WRC ở Oz?,1
Chúc mừng năm mới giai điệu!,0
Ìï dun cần chọn gf của bạn?,0
Yay!,0
Kinh khủng bạn ăn mac ăn cho đến khi bạn quên tôi đã nghi thức ... bạn mất quá nhiều 2 trả lời.,0
"Có phải anh ấy đã nói tôi tuyệt vời như thế nào một cơ hội, hoặc bất cứ điều gì cần một cuộc sống lớn hơn khi mất ý chí 2 sống, bạn có nghĩ rằng tôi sẽ là người đầu tiên 2 chết vì N V Q không?",0
Chỉ cần tôi đến Hme Da ..,0
"Tôi ở bên ngoài những hòn đảo, đi về phía đá cứng và bạn sẽ gặp tôi",0
Đến lớp học là không có lớp học.,0
Tôi đang ở Chennai Velachery :),0
Bạn đã flippin shit của bạn chưa?,0
"K cho tôi một giây, phá vỡ a & lt;#& gt;",0
Tôi có tệ khi tránh như thế này không?,0
"Yo, bạn ở xung quanh?",0
Khó chịu phải không.,0
"Goodmorning, hôm nay tôi đến trễ & lt;#& gt;",0
Không có điểm nào gắn bó với Mr không đúng nếu anh ấy không làm cho bạn hạnh phúc,0
Không có điểm nào gắn bó với Mr không đúng nếu anh ấy không làm cho bạn hạnh phúc,0
"Trong trường hợp đó, tôi đoán tôi sẽ gặp bạn tại Campus Lodge",0
Chúng tôi đã xong ...,0
Hãy đến nhà tôi lần cuối cùng tôi sẽ không làm bất cứ điều gì.,0
Tôi đã thức cả đêm quá lo lắng về ứng dụng này.,0
Sex up di động của bạn với một bức ảnh gợi cảm miễn phí của jordan!,1
Ok ... c ya ...,0
Bạn có 1 thư thoại mới.,1
Những gì ông nói không phải là vấn đề.,0
Anh ấy cũng biết về thực đơn bữa trưa chỉ da.,0
Al anh ấy làm tôi rên rỉ với tôi nếu n e thin sai đó là lỗi của tôi nal de lập luận r lỗi của tôi đã chán ngấy về anh ấy của anh ấy?,0
Giao dịch NEFT với số tham chiếu & lt;#& gt;,0
"Nếu không, có công việc bán thời gian NA-Tê tựa ..",0
Tôi biết cô ấy đã gọi cho tôi,0
"Tôi cũng da, tôi cảm thấy tối hôm qua chờ đợi cho đến đêm 2 ngày thân yêu.",0
Cảm ơn vì đã hiểu.,0
Giành được một năm cung cấp CDS 4 Một cửa hàng của sự lựa chọn của bạn trị giá £ 500 và nhập Å £ 100 của chúng tôi.,1
Toàn bộ chiếc xe đánh giá cao hai chiếc cuối cùng!,0
"Là một thuê bao SIM, bạn được chọn để nhận tiền thưởng!",1
Tôi cần bạn ở trong vòng tay mạnh mẽ của tôi ...,0
Cũng là maaaan bạn đang bỏ lỡ,0
Bday thực sự của anh ấy là vào tháng Tư.,0
Bday thực sự của anh ấy là vào tháng Tư.,0
"Được rồi, tôi sẽ đến nhà của bạn sau nửa giờ",0
"Yo, trò chơi gần như kết thúc?",0
"Vâng, có lẽ nhưng không chắc chắn.",0
Tôi sẽ nhắn tin ngay bây giờ!,0
"Đó sẽ là tốt ‰ û_ Tôi sẽ gọi điện cho bạn vào giờ ăn trưa, tôi sẽ, để tổ chức một cái gì đó?",0
Bạn có 1 thư thoại mới.,1
"Chết tiệt, bạn có thể làm cho nó tối nay hay bạn muốn chỉ đợi cho đến ngày mai",0
K..k..tôi cũng ổn :) khi nào bạn sẽ hoàn thành khóa học?,0
ĐÚNG VẬY.,0
Số 1 Nokia Tone 4 UR mob mỗi tuần!,1
Prakesh đã biết.,0
Dạy cho tôi ứng dụng da.,0
ROFL Betta đầu tư vào một số sản phẩm chống lão hóa,0
"Bạn là người chiến thắng, bạn đã được lựa chọn đặc biệt 2 nhận ’£ 1000 tiền mặt hoặc 4* Holiday (Flights Inc) Nói chuyện với Nhà điều hành trực tiếp 2 Yêu cầu 0871277810810",1
"Thưa ông, bạn sẽ nhận được tài khoản không có thêm 1 giờ nữa.",0
Trả lời với tên và địa chỉ của bạn và bạn sẽ nhận được qua một tuần hoàn toàn miễn phí ở các địa điểm toàn cầu khác nhau www.phb1.com PH: 08700435505150p,1
"Vì vậy, Ì_ sẽ gửi nghi thức TMR Project DA?",0
Nhập miễn phí vào comp comp £ 250 £ 250 của chúng tôi chỉ cần gửi từ nhập tới 84128 ngay bây giờ.,1
Jus và tôi hoặc.,0
Tôi muốn gửi một cái gì đó có thể bán nhanh.,0
Có * vài việc phải làm.,0
Cuộc họp kết thúc của 1 Gọi cho tôi.,0
Lol ok.,0
\ Xin chào-/@Drivby-: 0quit Drunk Xin lỗi vì không có senrd-dot biết làm thế nào ^ dance 2 trống n basq!,0
Ý kiến của bạn về tôi?,0
Chúng ta nhận được bao nhiêu?,0
Giấy của bạn có phải là TMR buổi sáng hay phía sau không?,0
"Kính gửi nhẹ nhõm của Westonzoyland, tất cả sẽ lên kế hoạch kết thúc này!",0
Hy vọng bạn đang có một học kỳ mới tuyệt vời.,0
"Ồ vâng, tôi có thể nói TXT 2 U Không!",0
"Tôi muốn cho bạn thấy thế giới, Công chúa :) Làm thế nào về Châu Âu?",0
Không ai có thể quyết định ăn ở đâu và bố muốn Trung Quốc,0
Không bắn tôi.,0
Hiện nay?,0
"Xin chào, trang web nào để tải xuống các bài hát của nó xin vui lòng",0
"Tôi biết ý bạn là gì, là Vua không có tín dụng!",0
"Tôi biết ý bạn là gì, là Vua không có tín dụng!",0
Chào Hun!,0
"Tôi gọi cho bạn sau, không có mạng.",0
Ummmmmmaah nhiều hạnh phúc trở lại của d ngày trái tim thân yêu của tôi .. chúc mừng sinh nhật thân yêu,0
Vui lòng gọi 08712402779 ngay lập tức vì có một tin nhắn khẩn cấp đang chờ bạn,1
"Vâng, như nếu nó diễn ra như nó đã làm với bạn bè của tôi Imma lật cái chết tiệt của tôi trong nửa giờ",0
Mẹ nói rằng chúng tôi sẽ đi sau đó đi ... sau đó cô ấy có thể trốn tránh Bian Watch Da Glass Triển lãm ...,0
Kế hoạch của bạn cho Pongal là gì?,0
Chỉ cần đợi đến cuối tháng 3 khi El Nino có được chính mình.,0
"Chưa có chikku..có đến phòng nw, tôi đang ở trong xe buýt ..",0
Tôi cũng chỉ làm trong CBE.,0
"Em yêu boo, anh nhớ em.",0
"Chúng tôi đã gửi cho JD cho dịch vụ khách hàng kiêm tài khoản điều hành cho id thư của bạn, để biết chi tiết liên hệ với chúng tôi",0
"Yo, tôi đang ở gettin tiền mặt của bố mẹ tôi.",0
Cảm ơn bạn rất nhiều.,0
"Những người đồng tính đói đói cảm thấy đói và lên 4 nó, bây giờ.",1
Được rồi.,0
Tôi sẽ thấy trong nửa giờ,0
"Tôi đang nghe inperialmusic2 Bài hát kỳ lạ nhất từng có bởi Johnåó-âm thanh như côn trùng bị quấy rối & ai đó hệ thống ống nước, được phối lại bởi những người đàn ông xấu xa trên axit!",0
"\ Hey xin lỗi, tôi đã không biết gì",0
NGHIÊM TÚC.,0
Bạn có thể nhận được 2 điện thoại bây giờ không?,1
Tee hee.,0
"Xin lỗi chikku, di động của tôi có một số vấn đề mà tôi đã có thể trả lời u hoặc msg u ..",0
"Nếu bạn vẫn chưa thu thập được bột, hãy cho tôi biết để tôi có thể đến nơi tôi đã gửi nó để lấy số kiểm soát",0
Được rồi...,0
Nhà điều hành mạng.,1
Hãy cho tôi biết cách liên hệ với bạn.,0
Wot u up 2 u weirdo?,0
Có thể làm lor ...,0
Đừng đặt điện thoại của bạn ở chế độ im lặng ok,0
Tôi có thể gặp ì_ lúc 5 .. vì 4 trong đó phụ thuộc vào nơi Ì_ wan 2 trong lor ..,0
Đang chờ 4 Chương trình TV của tôi BEARK 2 bắt đầu cho ... bạn vẫn đang bận rộn với báo cáo của bạn?,0
Oh ho.,0
Tôi có phải là người duy nhất không theo dõi hồ sơ không?,0
Đã bao giờ báo giá màu xanh lá cây từng được Jerry nói trong phim hoạt hình \ một người gây khó chịu cho bạn luôn là người yêu bạn rất nhiều nhưng không thể hiện điều đó ...! .. !!,0
"Vâng, tôi đã nghĩ như vậy.",0
"Nhưng nếu cô ấy uống rượu, tôi ổn.",0
"Chỉ tự hỏi, những người khác chỉ cất cánh",0
"Đêm đã kết thúc cho một ngày khác, buổi sáng đã đến một cách đặc biệt.",0
"Bạn làm gì, con chó của tôi?",0
Chúc mừng năm mới bạn quá!,0
"Này ... Thỏa thuận tuyệt vời ... Farm Tour 9 giờ sáng đến 5 giờ chiều $ 95/Pax, tiền gửi $ 50 vào ngày 16 tháng 5",0
Ăn Jap xong Oso Aft Ur Lect Wat ... ìï có bài giảng vào lúc 12 Nghi thức ...,0
Này em yêu!,0
Da sinh của tôi trong chứng chỉ là vào tháng Tư nhưng ngày thực sự là ngày hôm nay.,0
Chúc mừng sinh nhật ... Cầu mong tất cả những giấc mơ của bạn thành hiện thực ...,0
Aiyah bạn đã làm ok rồi lar.,0
Nói với cô ấy tôi đã nói ăn shit.,0
Chắc chắn!,0
"K vậy tôi, bao nhiêu cho một thứ 8?",0
Văn bản hàng ngày của bạn từ tôi ûò một ân huệ lần này,0
Thật tuyệt khi biết bạn đang giải quyết tốt.,0
Những con gà trống.,0
Tôi đã đến với liao.,0
"Fran tôi quyết định 2 đi n e cách tôi hoàn toàn phá vỡ một knacked, tôi đã lên cơn",0
Tôi không thể chọn điện thoại ngay bây giờ.,0
Quyền của bạn!,0
Quyền của bạn!,0
Thưởng thức Câu lạc bộ Gold Video của Jamster với các khoản tín dụng của bạn cho 2 video mới+2 Logo+MusicNews!,1
"Nhận 3 Lions England Tone, Trả lời Lionm 4 Mono hoặc Lionp 4 Poly.",1
Tôi jokin oni lar .. ì ì ’bận sau đó tôi làm phiền ì_.,0
"Ok, hãy cẩn thận!",0
"I.ll luôn ở đó, ngay cả khi nó chỉ trong tinh thần.",0
Bạn quá gần với trái tim tôi.,0
Anh yêu em 2 em yêu!,0
Làm thế nào về việc làm cho một số biểu tượng lớn hơn?,0
Có nhưng có 2 màu lor.,0
"Khi bạn buồn, bất cứ khi nào bạn màu xám, hãy nhớ tôi ở đây 2 listn 2 bất cứ điều gì bạn muốn nói, jus đi bộ rộng rãi cho tôi một chút, & amp;",0
Tại sao không có gì.,0
"Giành chiến thắng mới nhất ‰ ûïharry Potter và thứ tự của Phoenix (Sách 5) Trả lời Harry, Trả lời 5 câu hỏi - Cơ hội là người đầu tiên trong số các độc giả!",1
Được rồi...,0
Chính xác.,0
Vừa được gửi lại.,0
"Tôi thức dậy từ lâu rồi ... Dunno, điều gì khác?",0
Oh chỉ nhận được ngay cả với bạn .... u?,0
"Tôi thk 50 shd có thể, anh ấy nói cộng với điều 10 .. đã ì_ để lại một dòng ở giữa các đoạn?",0
Bạn có thể gọi tôi là xin vui lòng.,0
"Vâng, Jay là một người chậm phát triển",0
"Xin lỗi, đã ở trong phòng tắm, SUP",0
Số dư của bạn bây giờ là £ 500.,1
Kỳ thi của tôi là vào ngày 4 tháng Hai. Chúc bạn một ngày tuyệt vời.,0
Tôi không biết phải làm gì để thoát ra khỏi vấn đề này nên chỉ có những câu hỏi như thế này không nhầm tôi.,0
"Aight không vội vàng, tôi sẽ hỏi Jay",0
Chào buổi sáng làm ơn gọi tôi là thưa ngài,0
Không sao đâu Lar.,0
"Oh ... icic ... k lor, den gặp ngày khác ...",0
Ồ !,0
"Đôi khi chúng tôi đặt những bức tường xung quanh trái tim của chúng tôi, không chỉ để an toàn khỏi bị tổn thương .. mà là tìm ra ai quan tâm đủ để phá vỡ các bức tường & amp;",0
"Ngọt ngào, chúng tôi có thể hoặc không thể đến 4U để gặp Carlos để đánh giá sự quan tâm của Patty về điều đó",0
Sau đó cô ấy mua hôm nay?,0
Aight xin lỗi tôi mất mười năm để tắm.,0
Mỗi thứ Hai.. tuần không hoàn thành ..,0
Cũng có thể tôi ở đó.,0
Chỉ cần thư giãn trong 6 giờ nữa.,0
Vâng tôi sẽ cố gắng tìm kiếm thứ gì đó,0
Crazy ar anh ấy đã kết hôn.,0
Đã ở đâu đó trên Fredericksburg,0
Que pase un buen tiempo hoặc một cái gì đó tương tự,0
Có ổn không nếu tôi ở lại đêm ở đây?,0
Cô ấy không cần bất kỳ bài kiểm tra nào.,0
"Không có gì nhiều, thư giãn ở nhà.",0
"Free2day sexy St George's Day Pic of jordan! Txt pic to 89080 đừng bỏ lỡ, sau đó mỗi wk a daicy celeb! 4 bức ảnh nữa",1
Bugis oso gần wat ...,0
Yo không có lớp học vào ngày mai phải không?,0
Hãy để trái tim của bạn trở thành la bàn của bạn tâm trí của bạn bản đồ của bạn hướng dẫn của bạn và bạn sẽ không bao giờ lỏng lẻo trong thế giới .... gnun - được gửi qua way2sms.com,0
"Chúc ngủ ngon, ngủ ngon, xin vui lòng chăm sóc pa.",0
Baaaabe!,0
Truyền đạt sự trân trọng của tôi với anh ấy,0
Bạn không thể thuyết phục anh ta rằng không thể xảy ra mà không làm tổn thương cảm giác của anh ta là chính,0
Chào buổi chiều Người yêu!,0
"Nếu tôi bắt đầu gửi ngọn đuốc BlackBerry đến Nigeria, bạn sẽ tìm thấy người mua cho tôi chứ? Giống như 4A tháng.",0
& lt;#& gt;,0
Yo anh bạn đoán xem ai vừa bị bắt vào một ngày khác,0
Shuhui nói thay đổi 2 tàu hơi nước Suntec?,0
Dòng sông nhảy làm gì?,0
"Yetunde, tôi xin lỗi nhưng Moji và tôi có vẻ quá bận rộn để có thể đi mua sắm.",0
"Này, tôi sẽ thực sự khá muộn ... Bạn muốn đi học trước?",0
"Hot Live Fantasies Gọi ngay 08707509020 Chỉ cần 20p mỗi phút NTT LTD, PO Box 1327 Croydon CR9 5WB 0870..K",1
BBQ Điều này ngồi tại tôi từ 6ish.,0
"Tôi không biết, điều tương tự cũng sai thường xuyên, anh ấy hoảng loạn bắt đầu đi trên không đủ tốt ‰ û_",0
Được rồi.,0
Bạn đã thử làm một cái mông khác.,0
Hy vọng bạn đang cảm thấy tuyệt vời.,0
Tôi nghĩ rằng chúng ta nên ra ngoài và vui vẻ vì vậy quán bar trong thị trấn hoặc một cái gì đó ‰ ûò âm thanh ok?,0
"1) Đi để viết MSG 2) Đặt vào chế độ từ điển 3) Che màn hình bằng tay, 4) Nhấn & lt;#& gt;",0
"Gấu pic nick, và Tom, Pete và ... Dick.",1
"500 điện thoại di động mới từ năm 2004, phải đi!",1
Cuối cùng chúng ta đã sẵn sàng FYI,0
Dì Huai Juan không bao giờ nhấc điện thoại,0
Double Mins & Double TXT & 1/2 Giá lót giá trên điện thoại di động Bluetooth màu cam mới nhất.,1
"Ya tel, wats vấn đề của bạn ..",0
Số 1 Nokia Tone 4 UR mob mỗi tuần!,1
Tôi không muốn nói chuyện với bạn,0
"Chúng tôi dành cả ngày để chờ con đường lý tưởng xuất hiện trước mặt chúng tôi .. nhưng điều chúng tôi quên là .. \ Đường dẫn được thực hiện bằng cách đi bộ .. không phải bằng cách chờ đợi .. \ ""Chúc ngủ ngon!""",0
"Được rồi, cánh tay của tôi cảm thấy yếu vì tôi đã bị bắn để chúng ta có thể đi vào lúc khác",0
Vui lòng đặt vé vào đêm thứ bảy từ Chennai đến Thirunelvali và một lần nữa từ Tirunelvali đến Chennai vào ngày Chủ nhật ... Tôi đã thấy trên mạng..không có vé có sẵn..Tôi muốn đặt vé qua giải quyết ..,0
"Bão Msg: wen u nâng d phne, bạn nói \ xin chào",0
Không sao đâu.,0
Tất cả e tốt nhất 4 kỳ thi của bạn sau.,0
Hy vọng đầu của bạn không đau 2!,0
Oh K.I nghĩ rằng hầu hết người chơi Wi và New Zealand chưa bán được.,0
"Haha ... nơi giảm cân quá nhanh, thk muz đi 4 tháng một tháng có hiệu lực ... gee, sau đó chúng tôi đi aust đặt bk e trọng lượng.",0
"Tôi tự hỏi làm thế nào bạn trực tuyến, tình yêu của tôi?",0
"Haha chỉ đùa thôi, papa cần ma túy",0
"Thk nên b có thể ... bạn, tôi muốn đi 4 bài học ... haha, có thể đi toàn bộ ...",0
Oh ok ..,0
R chúng ta vẫn gặp 4 bữa tối tối nay?,0
Thật tuyệt!,0
Tôi sẽ bắt đầu từ nghe.,0
"Sau đó, chúng tôi đợi 4 u lor ... không cần 2 cảm thấy xấu ...",0
"Không, bạn đã kiểm tra?",0
Bạn đã đăng ký Sinco là người được trả tiền.,0
"Không, tôi quyết định rằng chỉ những người quan tâm đến việc bỏ phiếu và quan tâm đến những thứ là dành cho những người thua cuộc",0
Kaizen ... hãy tận hưởng học phí của bạn ... phí ... thk e tùy chọn thứ hai âm thanh beta ... Tôi sẽ đi yan jiu den msg u ...,0
Bạn đã đăng ký Sinco là người được trả tiền.,0
mát mẻ.,0
Thực sự đã sẵn sàng rời khỏi nhà.,0
K..K..th có gì đặc biệt hôm nay không?,0
"Thông tin khẩn cấp, quan trọng cho người dùng O2.",1
"Sau đó, chúng tôi phải làm điều đó sau đó",0
"Tôi đã có mười đô la, Jay đang không thành công",0
Ở đâu cũng đói,0
Xin vui lòng nói chuyện với khách hàng mà Machan.,0
Ở đâu đó bên dưới ánh sáng mặt trăng nhợt nhạt ai đó nghĩ về bạn một số nơi ngoài kia nơi những giấc mơ trở thành sự thật ... Goodnite & amp;,0
"Wen của bạn đáng yêu bcums giận dữ u, không nghiêm túc .. vì tức giận là một cách trẻ con nhất để thể hiện tình cảm sâu sắc, quan tâm n luv! .. kettoda manda ... Chúc một ngày tốt lành da.",0
Bạn thân mến đã được mời đến xchat.,1
Vậy ý kiến của bạn về anh ấy là gì và làm thế nào là nhân vật?,0
Jay đang cười khúc khích và nói với tôi rằng X hoàn toàn đụ các hợp âm khi chúng ta nói,0
Không..few giờ trước đó. Để cắt tóc.,0
Không có gì ngạc nhiên ... vì tôi không thấy một chiếc xe màu bạc ... nhưng tôi đã thấy một chiếc xe màu đen ...,0
Cười tụt cả mông.,0
"\ Chỉ nói khi bạn cảm thấy lời nói của mình tốt hơn sự im lặng ... \ ""Chào buổi sáng :-)""",0
Không. Cô ấy hiện đang ở Scotland vì điều đó.,0
Bạn có làm việc cả tuần này không?,0
Xin chúc mừng bạn đã được trao £ 500 của các phiếu quà tặng CD & Nhập miễn phí 2 £ 100 £ 100 hàng tuần của chúng tôi.,1
LOL thật tuyệt khi tôi đang đói.,0
Có .. bây giờ chỉ thấy tin nhắn của bạn ..,0
Tôi sẽ ở MU trong như & lt;#& gt;,0
Được rồi...,0
Điều tốt là cảm ơn cho các kỳ thi vào tháng 3 Ive đã không sửa đổi?,0
"Nói cho bạn biết điều gì, nếu bạn thực hiện một bảng tính nhỏ và theo dõi ý tưởng của họ là hút thuốc để xác định ai \ hút quá nhiều \ ""trong cả tháng tháng Hai",0
ĐỂ BÁN - ARSENAL DARTBOARD.,1
Đừng nhìn lại tòa nhà vì bạn không có áo khoác và tôi không muốn bạn bị bệnh nhiều hơn.,0
Suy nghĩ cá nhân đau đớn của tôi- \ Tôi luôn cố gắng giữ cho mọi người hạnh phúc mọi lúc.,0
Cảm ơn vì những lời chúc đáng yêu.,0
Bạn Intrepid Duo bạn!,0
Tôi yêu cầu Sen đến Chennai và tìm kiếm công việc.,0
Bố đã đi ra ngoài oredi ...,0
Tôi hy vọng sự thật là Missin tôi vì tôi thực sự nhớ anh ấy!,0
Wat quá muộn vẫn sớm mah.,0
"Vũ khí tốt, Cardiff và Uni thế nào?",0
Trong thực tế khi nào bạn rời đi?,0
Làn gió mát ... Mặt trời sáng ... Hoa tươi ... Chim twitter ... tất cả những thứ đang chờ đợi để chúc bạn: \ Goodmorning & amp;,0
Ya :) đi đến nhà hàng ..,0
"Không sao đâu., Tôi chỉ hỏi bạn có biết điều đó không?",0
Mục nhập tuần đầu tiên miễn phí 2 TextPod 4 A Chance 2 Win 40GB iPod hoặc Å £ 250 tiền mặt mỗi tuần.,1
Những con chinchillas đó,0
Tôi đang ở trong một chức năng hôn nhân,0
"Có vẻ như bạn sẽ nhận được một headstart, tôi sẽ rời khỏi đây 230ish nhưng nếu bạn tuyệt vọng cho công ty của tôi, tôi có thể đi vào trước đó chúng ta sẽ gặp nhau ở Rummer.",0
Đừng cho một con khỉ bay wot họ nghĩ và tôi chắc chắn không có tâm trí.,0
"Là một thuê bao Optin đã đăng ký, bạn rút ra 4 Å £ 100 phiếu quà tặng sẽ được nhập khi nhận được ANS chính xác cho 80062 Whats No1 trong bảng xếp hạng BBC",1
nói cảm ơn2.,0
Tin nhắn cho tôi khi Rajini đến.,0
Ya!,0
Ya!,0
Ngu ngốc. Không thể,0
Mùa hè cuối cùng ở đây!,1
Bạn đang ngủ bây giờ .. hay bạn sẽ dùng?,0
Claire ở đây là Havin Borin Time & bây giờ một mình bạn muốn kiêm hơn 2nite?,1
"Chiến đấu với thế giới thật dễ dàng, bạn có thể thắng hoặc thua BT với một số người gần gũi với bạn là khó khăn nếu bạn thua - bạn thua nếu bạn thắng - bạn vẫn thua.",0
"Đã mua một nhạc chuông và bây giờ nhận được tin nhắn có giá 3 pound cung cấp nhiều âm hơn, v.v.",1
"Yalru Lyfu Astne Chikku .. Bt Innu Mundhe Lyf Ali Halla Ke Bilo (Hôn nhân) Chương trình Edhae, vì vậy Lyf là NT",0
Kinda.,0
09066362231 khẩn cấp!,1
"Được rồi, sau đó tôi đến tìm ì _... C may mắn tôi đã nói với Ì_ sẽ đi sớm hơn ... sau đó pple hãy hoàn thành ì_ không nữa ...",0
Wat làm cho bạn thk tôi sẽ rơi xuống.,0
"Bạn 07801543489 được đảm bảo là điện thoại Nokia mới nhất, máy nghe nhạc iPod 40GB hoặc giải thưởng Å £ 500!",1
Tài khoản của bạn đã được nạp lại thành công bởi INR & lt; thập phân & gt;,0
Tôi sẽ không chạm vào bạn mà không có sự cho phép của bạn.,0
"Xin chào, chồng của nó ở các cuộc họp cả ngày thứ Sáu và tôi sẽ b một mình tại khách sạn u fancy cumin hơn?",1
"7 Điều kỳ diệu trong thế giới của tôi thứ 7 bạn thứ 6 của bạn Phong cách thứ 5 nụ cười thứ 4 của bạn, tính cách thứ 3 của bạn tự nhiên thứ 2 của bạn SMS và 1st \ ur tình bạn đáng yêu \ ""... Chào buổi sáng thân yêu""",0
Uống một ít viên thuốc liều cho sốt,0
Ồ.,0
"Chỉ cần gửi cho bạn một email ‰ ûò đến một địa chỉ có incomm trong đó, có phải không?",0
"Sẽ làm, bạn sẽ ở Blake cả đêm?",0
"Sẽ làm, bạn sẽ ở Blake cả đêm?",0
Đẹp.,0
Tôi đang xem lotr w sis dis aft của tôi.,0
Tại sao bạn giữ tôi đi như thế này,0
Tôi nghĩ rằng nó nhiều hơn thế nhưng tìm ra.,0
Chuyến đi của tôi là ok nhưng khá mệt mỏi.,0
Bạn đã luôn luôn nói Welp?,0
"Tôi là một chàng trai, Browsin là bắt buộc",0
Được rồi...,0
Được rồi...,0
"Xin lỗi, tôi sẽ gọi sau",0
.,0
Xin chào người yêu!,0
Tôi đã nói số của bạn cho Gautham ..,0
Nói với họ không cần phải điều tra về tôi ở bất cứ đâu.,0
"Được rồi, tôi nhận được ..",0
"Không thể tin rằng tôi đã nói rất nhiều điều với bạn sáng nay khi tất cả những gì tôi thực sự muốn nói là chào buổi sáng, tôi yêu bạn!",0
Tài khoản của bạn đã được ghi có 500 tin nhắn văn bản miễn phí.,1
"Cuối cùng, cô ấy vẫn có thể nôn nhưng không sao.",0
Làm thế nào bạn có tiền ... như trong ... tiền của bạn không phải là một điều .... bạn có khỏe không!,0
Nó có mọi thứ để làm với thời tiết.,0
Này các cô gái .. có ai của bạn đi xuống trung tâm lái xe TMR không?,0
Bây giờ tôi luôn ở trên Yahoo Messenger.,0
Tôi đang đặt nó vào bây giờ.,0
Thời gian n mỉm cười r Những điều quan trọng trong cuộc sống của chúng ta.,0
SMS.,1
IDP dựa trên máy chủ cho các hệ thống Linux.,0
"Hot Live Fantasies Gọi ngay 08707509020 Chỉ cần 20p mỗi phút NTT LTD, PO Box 1327 Croydon CR9 5WB 0870 là một cuộc gọi tỷ lệ quốc gia",1
Don no da :) Bạn có kế hoạch gì?,0
Tôi sẽ ở đó trên & lt;#& gt;,0
Tôi sẽ ở đó trên & lt;#& gt;,0
Tổng số video chuyển đổi miễn phí Loại hình này trong tìm kiếm của Google :),0
Cảm ơn vì đã bỏ phiếu.,1
"Wen của bạn đáng yêu bcums giận dữ u, không nghiêm túc .. vì tức giận là một cách trẻ con nhất để thể hiện tình cảm sâu sắc, quan tâm n luv! .. kettoda manda ... Chúc một ngày tốt lành da.",0
Nghe giống như một cái gì đó mà ai đó kiểm tra tôi sẽ nói,0
Khi bạn yêu ai đó không khiến họ yêu bạn nhiều như bạn.,0
"Pete, đây có còn là điện thoại của bạn không?",0
Rất tiếc.,0
"Này ngọt ngào, tôi đã tự hỏi khi bạn có một khoảnh khắc nếu bạn có thể đến với tôi?",0
Nhà vô địch chỉ rời khỏi Glasgow!,0
Nhà vô địch chỉ rời khỏi Glasgow!,0
Tôi tự hỏi nếu bạn nhận được văn bản này?,0
Tôi cần phải về nhà và cho bạn một số tình yêu tốt ...,0
Dịch vụ âm nhạc di động hoàn toàn mới của chúng tôi hiện đang hoạt động.,1
Tôi sẽ hỏi một điều nếu bạn không nhầm lẫn tôi.,0
Kiểm tra và sửa lỗi chính tả I.S.,0
CẤP BÁCH!,1
Bạn có giận tôi không.,0
Tôi thk u dun haf 2 gợi ý trong diễn đàn đã được ... tôi đã nói với Ron N Darren sẽ đi 2 nói với Shuhui.,0
Yup ok thanx ...,0
Xin chào :) Nhân viên CTS Bạn có khỏe không?,0
Xin vui lòng tìm ra từ dì Nike.,0
"Wow ... tôi yêu bạn rất nhiều, bạn biết không?",0
Không la hét có nghĩa là hét lên ..,0
Này những gì xảy ra.,0
Tôi có nên chọn biên lai hay thứ gì đó sớm hơn không,0
Tôi nghĩ Chennai ổn định?,0
Oh dang!,0
"Thật không may, tôi vừa phát hiện ra rằng chúng tôi phải đón em gái tôi từ sân bay vào tối hôm đó vì vậy đừng nghĩ rằng tôi sẽ đi ra ngoài.",0
Kinh khủng bf ... bây giờ tôi v đói ...,0
Hãy nhớ vào ngày đó ..,0
Bạn đã giành được một Nokia 7250i.,1
Cảm giác thế nào?,0
Tất cả nghe có vẻ tốt.,0
Nửa đêm sớm nhất,0
Bạn không chắc chắn rằng tôi không cố gắng tạo ra khói Xavier vì tôi không muốn hút thuốc sau khi được bảo rằng tôi hút thuốc quá nhiều?,0
K đến với Nordstrom khi bạn hoàn thành,0
Do u konw waht là friendce RAEL Im gving yuo một exmpel: jsut ese tihs msg .. evrey splleing của tihs msg là wrnog ..,0
Bây giờ cuộc họp báo DA :),0
Xin chào từ Orange.,1
Sau khi hoàn thành bằng cấp.,0
"Chào buổi chiều, tình yêu của tôi!",0
Shant làm phiền bạn nữa ... jia bạn ...,0
